1679025607, -545604, 17.562
1679025613, -545603, 17.562
1679025622, -545610, 17.5
1679025628, -545598, 17.562
1679025634, -545612, 17.562
1679025640, -545606, 17.562
1679025646, -545613, 17.562
1679025653, -545614, 17.562
1679025659, -545596, 17.562
1679025665, -545598, 17.5
1679025671, -545597, 17.562
1679025677, -545603, 17.562
1679025683, -545603, 17.5
1679025689, -545600, 17.5
1679025695, -545603, 17.5
1679025701, -545594, 17.562
1679025707, -545608, 17.562
1679025712, -545601, 17.5
1679025718, -545608, 17.562
1679025725, -545605, 17.5
1679025731, -545608, 17.562
1679025736, -545602, 17.562
1679025742, -545614, 17.562
1679025749, -545609, 17.5
1679025755, -545627, 17.5
1679025761, -545625, 17.5
1679025767, -545618, 17.5
1679025773, -545620, 17.562
1679025779, -545605, 17.5
1679025785, -545603, 17.5
1679025791, -545604, 17.562
1679025797, -545612, 17.5
1679025803, -545621, 17.5
1679025809, -545601, 17.5
1679025815, -545634, 17.5
1679025821, -545619, 17.5
1679025827, -545633, 17.5
1679025833, -545629, 17.5
1679025840, -545627, 17.5
1679025847, -545620, 17.5
1679025853, -545624, 17.5
1679025859, -545628, 17.5
1679025865, -545610, 17.5
1679025871, -545636, 17.5
1679025877, -545625, 17.5
1679025883, -545621, 17.5
1679025889, -545624, 17.5
1679025895, -545617, 17.5
1679025901, -545612, 17.5
1679025907, -545630, 17.5
1679025913, -545627, 17.5
1679025919, -545617, 17.5
1679025925, -545640, 17.5
1679025931, -545635, 17.5
1679025938, -545637, 17.5
1679025943, -545635, 17.5
1679025949, -545634, 17.5
1679025955, -545642, 17.5
1679025961, -545638, 17.5
1679025967, -545624, 17.5
1679025973, -545648, 17.5
1679025979, -545632, 17.5
1679025985, -545626, 17.5
1679025991, -545635, 17.5
1679025997, -545635, 17.5
1679026003, -545619, 17.5
1679026009, -545638, 17.5
1679026015, -545630, 17.437
1679026022, -545627, 17.5
1679026028, -545640, 17.5
1679026034, -545631, 17.5
1679026040, -545634, 17.5
1679026046, -545643, 17.5
1679026052, -545633, 17.5
1679026059, -545648, 17.5
1679026064, -545628, 17.5
1679026070, -545638, 17.437
1679026076, -545626, 17.5
1679026082, -545637, 17.5
1679026088, -545631, 17.5
1679026094, -545631, 17.5
1679026100, -545650, 17.5
1679026106, -545634, 17.5
1679026113, -545648, 17.437
1679026120, -545637, 17.437
1679026126, -545649, 17.5
1679026131, -545645, 17.5
1679026137, -545645, 17.437
1679026144, -545637, 17.437
1679026150, -545636, 17.437
1679026155, -545650, 17.437
1679026161, -545649, 17.5
1679026167, -545651, 17.437
1679026173, -545647, 17.437
1679026179, -545651, 17.437
1679026185, -545638, 17.437
1679026191, -545647, 17.437
1679026197, -545630, 17.437
1679026204, -545647, 17.437
1679026210, -545640, 17.437
1679026217, -545654, 17.437
1679026223, -545651, 17.437
1679026229, -545645, 17.437
1679026235, -545645, 17.437
1679026242, -545648, 17.437
1679026248, -545655, 17.437
1679026253, -545645, 17.437
1679026259, -545643, 17.437
1679026265, -545659, 17.437
1679026271, -545644, 17.437
1679026277, -545653, 17.437
1679026283, -545656, 17.437
1679026289, -545654, 17.437
1679026295, -545665, 17.437
1679026302, -545659, 17.437
1679026308, -545646, 17.437
1679026315, -545636, 17.437
1679026321, -545651, 17.437
1679026326, -545657, 17.437
1679026332, -545658, 17.437
1679026338, -545655, 17.437
1679026344, -545660, 17.437
1679026350, -545655, 17.437
1679026356, -545663, 17.437
1679026362, -545656, 17.437
1679026368, -545657, 17.437
1679026374, -545634, 17.437
1679026380, -545656, 17.437
1679026386, -545673, 17.437
1679026393, -545657, 17.437
1679026398, -545669, 17.437
1679026405, -545672, 17.437
1679026411, -545668, 17.437
1679026417, -545657, 17.437
1679026423, -545655, 17.437
1679026429, -545678, 17.437
1679026435, -545668, 17.437
1679026441, -545669, 17.437
1679026447, -545671, 17.437
1679026453, -545653, 17.437
1679026459, -545677, 17.437
1679026465, -545675, 17.437
1679026470, -545683, 17.375
1679026477, -545677, 17.375
1679026483, -545688, 17.375
1679026489, -545679, 17.437
1679026495, -545648, 17.375
1679026501, -545680, 17.437
1679026507, -545678, 17.437
1679026513, -545681, 17.375
1679026519, -545675, 17.437
1679026525, -545672, 17.437
1679026531, -545672, 17.375
1679026537, -545691, 17.437
1679026543, -545698, 17.375
1679026549, -545681, 17.375
1679026555, -545684, 17.375
1679026561, -545668, 17.375
1679026567, -545690, 17.375
1679026573, -545681, 17.375
1679026580, -545686, 17.437
1679026586, -545685, 17.375
1679026592, -545684, 17.375
1679026598, -545683, 17.375
1679026604, -545677, 17.375
1679026610, -545696, 17.375
1679026616, -545679, 17.437
1679026622, -545686, 17.375
1679026628, -545679, 17.375
1679026634, -545691, 17.375
1679026640, -545689, 17.375
1679026646, -545686, 17.375
1679026653, -545682, 17.375
1679026659, -545681, 17.375
1679026665, -545682, 17.375
1679026671, -545680, 17.375
1679026677, -545695, 17.375
1679026683, -545693, 17.375
1679026690, -545685, 17.375
1679026696, -545692, 17.375
1679026702, -545684, 17.375
1679026708, -545692, 17.375
1679026714, -545693, 17.375
1679026720, -545690, 17.375
1679026726, -545698, 17.375
1679026731, -545717, 17.375
1679026737, -545691, 17.375
1679026744, -545701, 17.375
1679026750, -545705, 17.375
1679026756, -545706, 17.312
1679026762, -545704, 17.375
1679026768, -545701, 17.375
1679026774, -545698, 17.375
1679026780, -545705, 17.375
1679026786, -545691, 17.375
1679026792, -545695, 17.375
1679026798, -545687, 17.375
1679026804, -545699, 17.312
1679026810, -545705, 17.375
1679026816, -545712, 17.375
1679026822, -545704, 17.312
1679026827, -545723, 17.375
1679026834, -545704, 17.375
1679026840, -545712, 17.375
1679026846, -545705, 17.375
1679026852, -545709, 17.312
1679026858, -545719, 17.375
1679026864, -545712, 17.375
1679026870, -545716, 17.375
1679026876, -545720, 17.375
1679026882, -545701, 17.375
1679026888, -545697, 17.312
1679026894, -545709, 17.375
1679026900, -545714, 17.312
1679026906, -545703, 17.312
1679026912, -545713, 17.312
1679026918, -545710, 17.312
1679026924, -545713, 17.312
1679026930, -545733, 17.375
1679026936, -545733, 17.312
1679026942, -545723, 17.375
1679026948, -545716, 17.312
1679026954, -545709, 17.312
1679026960, -545717, 17.312
1679026966, -545720, 17.312
1679026972, -545723, 17.312
1679026978, -545722, 17.375
1679026984, -545725, 17.312
1679026990, -545730, 17.312
1679026996, -545724, 17.312
1679027002, -545725, 17.312
1679027008, -545720, 17.312
1679027014, -545724, 17.312
1679027020, -545744, 17.312
1679027026, -545708, 17.312
1679027032, -545719, 17.312
1679027039, -545716, 17.312
1679027045, -545720, 17.312
1679027051, -545727, 17.312
1679027057, -545729, 17.312
1679027063, -545726, 17.312
1679027068, -545732, 17.312
1679027074, -545723, 17.312
1679027080, -545730, 17.312
1679027086, -545736, 17.312
1679027092, -545732, 17.312
1679027098, -545731, 17.312
1679027104, -545734, 17.312
1679027110, -545733, 17.312
1679027116, -545741, 17.312
1679027122, -545735, 17.312
1679027129, -545740, 17.312
1679027135, -545731, 17.312
1679027141, -545733, 17.312
1679027147, -545718, 17.312
1679027153, -545718, 17.312
1679027159, -545734, 17.312
1679027164, -545740, 17.312
1679027170, -545742, 17.312
1679027176, -545745, 17.312
1679027182, -545751, 17.312
1679027188, -545742, 17.312
1679027194, -545740, 17.312
1679027200, -545741, 17.312
1679027206, -545735, 17.312
1679027212, -545737, 17.312
1679027218, -545749, 17.25
1679027226, -545744, 17.25
1679027232, -545736, 17.25
1679027238, -545728, 17.25
1679027244, -545739, 17.312
1679027250, -545762, 17.312
1679027256, -545744, 17.25
1679027262, -545741, 17.312
1679027268, -545752, 17.312
1679027274, -545742, 17.25
1679027280, -545756, 17.25
1679027286, -545752, 17.25
1679027292, -545772, 17.312
1679027298, -545747, 17.312
1679027304, -545760, 17.25
1679027310, -545753, 17.25
1679027317, -545760, 17.25
1679027323, -545755, 17.25
1679027329, -545760, 17.25
1679027335, -545764, 17.25
1679027341, -545754, 17.25
1679027347, -545742, 17.25
1679027353, -545743, 17.25
1679027359, -545746, 17.25
1679027365, -545752, 17.25
1679027371, -545743, 17.25
1679027376, -545756, 17.25
1679027383, -545750, 17.25
1679027389, -545772, 17.25
1679027395, -545761, 17.25
1679027401, -545752, 17.25
1679027407, -545763, 17.25
1679027414, -545760, 17.25
1679027419, -545774, 17.25
1679027425, -545767, 17.25
1679027431, -545757, 17.25
1679027438, -545766, 17.25
1679027443, -545759, 17.25
