1678939212, -545504, 16.812
1678939218, -545492, 16.812
1678939224, -545498, 16.812
1678939230, -545502, 16.812
1678939236, -545494, 16.812
1678939242, -545513, 16.812
1678939248, -545498, 16.812
1678939253, -545492, 16.75
1678939259, -545497, 16.812
1678939266, -545493, 16.812
1678939272, -545496, 16.812
1678939277, -545501, 16.75
1678939283, -545502, 16.812
1678939290, -545492, 16.812
1678939297, -545515, 16.812
1678939303, -545521, 16.812
1678939309, -545499, 16.812
1678939315, -545505, 16.812
1678939321, -545506, 16.812
1678939327, -545500, 16.812
1678939333, -545508, 16.812
1678939339, -545499, 16.812
1678939345, -545515, 16.812
1678939351, -545511, 16.812
1678939357, -545505, 16.812
1678939363, -545493, 16.812
1678939369, -545510, 16.75
1678939375, -545520, 16.75
1678939381, -545516, 16.812
1678939388, -545501, 16.812
1678939394, -545520, 16.812
1678939401, -545508, 16.75
1678939407, -545500, 16.75
1678939413, -545509, 16.75
1678939418, -545513, 16.812
1678939424, -545513, 16.75
1678939430, -545509, 16.75
1678939436, -545513, 16.812
1678939442, -545508, 16.812
1678939448, -545512, 16.75
1678939454, -545515, 16.75
1678939460, -545521, 16.75
1678939466, -545524, 16.75
1678939472, -545508, 16.75
1678939478, -545518, 16.75
1678939485, -545521, 16.75
1678939490, -545514, 16.75
1678939496, -545515, 16.75
1678939502, -545512, 16.75
1678939508, -545516, 16.812
1678939514, -545539, 16.75
1678939520, -545537, 16.75
1678939526, -545522, 16.75
1678939532, -545534, 16.75
1678939538, -545521, 16.75
1678939544, -545522, 16.75
1678939550, -545536, 16.75
1678939556, -545519, 16.75
1678939562, -545528, 16.75
1678939568, -545529, 16.75
1678939574, -545540, 16.75
1678939580, -545527, 16.75
1678939586, -545543, 16.75
1678939592, -545530, 16.75
1678939598, -545552, 16.75
1678939604, -545531, 16.75
1678939610, -545532, 16.75
1678939616, -545534, 16.75
1678939622, -545528, 16.75
1678939628, -545526, 16.75
1678939634, -545538, 16.75
1678939640, -545523, 16.75
1678939646, -545535, 16.75
1678939651, -545548, 16.75
1678939658, -545535, 16.75
1678939664, -545531, 16.75
1678939670, -545537, 16.75
1678939676, -545546, 16.75
1678939682, -545551, 16.75
1678939688, -545553, 16.75
1678939694, -545533, 16.75
1678939700, -545551, 16.75
1678939706, -545541, 16.75
1678939712, -545547, 16.75
1678939718, -545552, 16.75
1678939724, -545544, 16.75
1678939730, -545541, 16.75
1678939736, -545547, 16.75
1678939742, -545543, 16.75
1678939747, -545558, 16.75
1678939753, -545561, 16.75
1678939759, -545539, 16.75
1678939765, -545552, 16.75
1678939772, -545551, 16.75
1678939779, -545549, 16.75
1678939785, -545537, 16.75
1678939791, -545557, 16.75
1678939797, -545549, 16.687
1678939803, -545544, 16.75
1678939809, -545556, 16.687
1678939815, -545550, 16.75
1678939821, -545555, 16.687
1678939827, -545543, 16.75
1678939833, -545543, 16.75
1678939839, -545558, 16.75
1678939844, -545549, 16.75
1678939850, -545555, 16.75
1678939857, -545533, 16.687
1678939863, -545563, 16.687
1678939870, -545548, 16.75
1678939876, -545548, 16.75
1678939882, -545555, 16.75
1678939887, -545568, 16.687
1678939893, -545558, 16.75
1678939900, -545563, 16.75
1678939906, -545569, 16.75
1678939911, -545562, 16.75
1678939917, -545565, 16.687
1678939923, -545561, 16.687
1678939929, -545570, 16.687
1678939935, -545576, 16.687
1678939941, -545550, 16.687
1678939947, -545568, 16.75
1678939955, -545554, 16.687
1678939961, -545580, 16.75
1678939967, -545572, 16.687
1678939973, -545566, 16.687
1678939979, -545561, 16.687
1678939985, -545560, 16.687
1678939991, -545573, 16.687
1678939997, -545566, 16.687
1678940003, -545548, 16.687
1678940009, -545555, 16.687
1678940015, -545563, 16.687
1678940021, -545556, 16.687
1678940027, -545555, 16.687
1678940033, -545570, 16.687
1678940040, -545568, 16.687
1678940046, -545584, 16.687
1678940051, -545571, 16.687
1678940058, -545570, 16.687
1678940064, -545556, 16.687
1678940070, -545583, 16.687
1678940076, -545582, 16.687
1678940082, -545565, 16.687
1678940088, -545590, 16.687
1678940094, -545572, 16.687
1678940100, -545571, 16.687
1678940106, -545569, 16.687
1678940112, -545579, 16.687
1678940118, -545584, 16.687
1678940125, -545573, 16.687
1678940131, -545584, 16.687
1678940137, -545582, 16.687
1678940143, -545581, 16.687
1678940149, -545586, 16.687
1678940155, -545572, 16.687
1678940161, -545593, 16.687
1678940167, -545574, 16.687
1678940173, -545576, 16.687
1678940179, -545577, 16.687
1678940185, -545588, 16.687
1678940191, -545598, 16.687
1678940197, -545587, 16.687
1678940203, -545573, 16.687
1678940209, -545581, 16.687
1678940215, -545577, 16.687
1678940220, -545585, 16.687
1678940227, -545572, 16.625
1678940233, -545590, 16.625
1678940240, -545581, 16.625
1678940246, -545579, 16.687
1678940252, -545605, 16.625
1678940259, -545589, 16.625
1678940264, -545596, 16.625
1678940270, -545600, 16.625
1678940276, -545584, 16.625
1678940282, -545583, 16.625
1678940288, -545591, 16.687
1678940294, -545584, 16.687
1678940300, -545578, 16.625
1678940306, -545590, 16.625
1678940312, -545591, 16.625
1678940319, -545575, 16.625
1678940326, -545601, 16.625
1678940332, -545578, 16.625
1678940338, -545608, 16.625
1678940344, -545593, 16.625
1678940350, -545590, 16.625
1678940356, -545589, 16.625
1678940362, -545596, 16.625
1678940368, -545599, 16.625
1678940374, -545599, 16.625
1678940380, -545614, 16.625
1678940386, -545594, 16.625
1678940392, -545604, 16.625
1678940398, -545585, 16.625
1678940404, -545599, 16.625
1678940410, -545603, 16.625
1678940416, -545599, 16.625
1678940422, -545602, 16.625
1678940428, -545610, 16.625
1678940434, -545608, 16.625
1678940440, -545579, 16.625
1678940446, -545580, 16.625
1678940452, -545598, 16.625
1678940458, -545585, 16.625
1678940464, -545596, 16.625
1678940470, -545589, 16.625
1678940476, -545617, 16.625
1678940482, -545605, 16.625
1678940488, -545614, 16.625
1678940494, -545624, 16.562
1678940500, -545615, 16.562
1678940506, -545619, 16.562
1678940513, -545608, 16.625
1678940519, -545615, 16.562
1678940525, -545620, 16.562
1678940531, -545608, 16.625
1678940537, -545635, 16.562
1678940543, -545623, 16.562
1678940549, -545616, 16.562
1678940555, -545619, 16.562
1678940561, -545632, 16.562
1678940567, -545628, 16.562
1678940572, -545609, 16.562
1678940578, -545635, 16.562
1678940584, -545628, 16.562
1678940590, -545633, 16.562
1678940596, -545626, 16.562
1678940603, -545618, 16.562
1678940609, -545621, 16.562
1678940615, -545622, 16.562
1678940621, -545619, 16.562
1678940628, -545624, 16.562
1678940634, -545623, 16.562
1678940639, -545635, 16.625
1678940645, -545620, 16.562
1678940651, -545634, 16.562
1678940658, -545608, 16.562
1678940663, -545625, 16.562
1678940669, -545642, 16.562
1678940676, -545629, 16.562
1678940682, -545625, 16.562
1678940687, -545626, 16.562
1678940694, -545626, 16.562
1678940700, -545619, 16.562
1678940707, -545642, 16.562
1678940713, -545619, 16.562
1678940719, -545610, 16.562
1678940725, -545627, 16.562
1678940731, -545624, 16.562
1678940737, -545630, 16.562
1678940743, -545622, 16.562
1678940749, -545626, 16.562
1678940755, -545637, 16.562
1678940761, -545612, 16.562
1678940767, -545614, 16.562
1678940774, -545614, 16.562
1678940779, -545630, 16.562
1678940785, -545626, 16.562
1678940792, -545610, 16.562
1678940798, -545608, 16.562
1678940804, -545587, 16.562
1678940810, -545601, 16.562
1678940816, -545646, 16.562
1678940822, -545650, 16.562
1678940828, -582266, 16.562
1678940834, -648991, 16.562
1678940840, -650396, 16.562
1678940846, -650792, 16.5
1678940852, -650271, 16.562
1678940858, -574060, 16.562
1678940864, -546980, 16.5
1678940870, -546515, 16.5
1678940876, -546276, 16.562
1678940884, -546114, 16.5
1678940890, -546069, 16.562
1678940896, -545974, 16.5
1678940902, -545922, 16.5
1678940908, -545890, 16.5
1678940914, -545874, 16.5
1678940920, -545850, 16.5
1678940926, -545832, 16.562
1678940932, -545816, 16.5
1678940938, -545794, 16.5
1678940944, -545785, 16.562
1678940950, -545786, 16.562
1678940956, -545780, 16.5
1678940962, -545768, 16.5
1678940967, -545746, 16.562
1678940974, -545725, 16.5
1678940980, -545740, 16.5
1678940986, -545725, 16.5
1678940991, -545722, 16.5
1678940997, -545733, 16.5
1678941004, -545711, 16.5
1678941010, -545711, 16.5
1678941015, -545726, 16.5
1678941021, -545707, 16.5
1678941027, -545705, 16.5
1678941033, -545694, 16.5
1678941039, -545704, 16.5
1678941045, -545706, 16.5
1678941051, -545696, 16.5
1678941057, -545696, 16.5
